,Highest_Certificate_shap,Saiz_HH_shap,Age_shap,Sex_shap,Strata_shap,Log_Inc_shap,Ethnic_Bumiputera_shap,Ethnic_Chinese_shap,Ethnic_Indian_shap,Ethnic_Others_shap,Region_Centre_shap,Region_East_shap,Region_Eastern Malaysia_shap,Region_North_shap,Region_South_shap
0,0.0022236512635194,0.0941170565240565,-0.0068292228673525,-0.001299255214565,0.0026489936560692,-0.4377034246372418,-0.0023985210680941,-0.0075014680398028,0.0001576393573059,0.0022948569305588,-0.0015936399562197,-0.0009793762555992,0.0091697497362137,-0.0150309111085121,-0.0045245847803751
1,0.0005445732684441,0.0199557498769974,0.0003772177659712,0.0016043007392865,-0.0101136830445749,-0.1703123930693381,-0.0029619143412607,-0.0087753045752793,9.557842241037776e-06,0.00358606707674,-0.0037546256395118,0.000857699795985,0.0133255550629579,0.0063407832369208,-0.0142458421886858
2,-0.011455432338183,0.0048309618227294,0.0045770525799256,-0.0030687159327125,0.0026594022760001,0.4547473730120477,0.0066015755387263,0.0401578584076917,8.057981258119302e-05,0.0011272198948953,-0.0016653407150412,1.5617595637377223e-05,0.013852039821091,0.0083218327504697,0.0165463203201901
3,0.0039410439784227,0.0619589521960625,0.0035922460083326,-0.0031338963934357,0.0030007545742479,-0.1099223342861781,0.0040033616504362,0.0326778278521883,0.0002031746623148,0.0020386306750753,-0.0016004276125839,-0.000590038260743,0.0084922056538543,-0.022791874954502,-0.0038365999723437
4,0.0260443718681138,0.0218016501878654,-0.0066289079782473,-0.0006306994078119,0.0024543253868308,0.0210421056973285,-0.0029362550236128,-0.0225406774733066,3.599855417982798e-05,0.002491291664384,-0.003393452148231,-0.0010820733659801,0.0133047058573806,-0.0350120526929101,-0.0046575976774335
5,0.0123678112499966,0.0029225970965269,0.0038275227247781,0.0005883666049511,0.0035685558473093,-0.559995092321553,-0.00239297353872,-0.0069994848883803,0.0002185661445358,0.0016334275013292,-0.0014114619294734,-0.0017648206608721,0.0186389040407216,-0.0128226916637213,-0.0036570357850735
6,-0.0057109797461833,0.0937637739947231,0.0036068402759938,-0.0011330892024304,0.0017748648259039,-0.4203279288020239,-0.0024692868623239,-0.0076172214597795,0.0001713093039866,0.0023948717976837,-0.0015562771387524,-0.0014704136844665,0.0080563555601709,-0.0191747487112349,-0.0045824958391501
7,-0.0073477223694938,0.0442198147364263,-0.0032859538139683,-0.0033455607835167,0.0035373560996981,-0.2720090671683587,0.0063145470810152,-0.0085055828206403,-0.0014547567535773,0.0038117193060205,-0.0020926058117621,0.0027556581452289,0.0131764265560736,0.0096465642669173,-0.0029179912315237
8,0.0073005430336843,-0.1079441952607298,-0.0035330216224029,0.0006873836613772,0.0044259716635903,-0.106564310271135,-0.0038303863105704,-0.0156058579541824,6.904968495067957e-05,0.0014371112732742,-0.0024085440296408,-0.000393514757068,-0.0770898548449995,0.0063409295678463,-0.0031899446112665
9,0.0110478581677512,-0.0161465136348018,0.0002100160192587,-0.0044470202028915,0.0052637965895818,0.6972201200804224,-0.0057510678327351,-0.0086988213192473,5.824138541060065e-05,0.0012343984077473,-0.0024032030826772,0.0017487300485373,0.0231639410183943,0.0045163479390337,0.0125494286100046
10,0.0103983033211078,-0.0754445477966546,-0.0124065345021028,0.0006976002050828,0.0029110669250237,-0.3637027921529988,-0.003170863936259,-0.0070213028379378,0.0001099462379326,0.0011411500805599,-0.0016625752166,0.0030946442761472,0.0258419823684296,0.0100702487837108,-0.0079586725447049
11,0.0138047431659541,-0.0981821500771228,-0.0023870565544231,-0.0071786840545379,0.0051593090711616,0.3282154036882609,-0.0048198270774533,-0.0110528816666856,7.624430496065417e-05,0.001135429389905,0.0090073573850193,7.523577872318437e-06,0.0240852144806092,0.0076323463217872,-0.0021343462216925
12,-0.0150480831262621,-0.0720921871686386,-0.0024351742209737,0.0001484497131,-0.012986838421925,-0.2636820028652323,0.0177248406245325,-0.0104332371878933,0.0001840436365244,-0.0261610425910163,-0.0025255214359996,-0.0009478918941973,-0.0530230904250421,0.0048546490364438,-0.0032050795306017
13,-0.015434576317545,0.0386137602100333,-0.0076858487787855,-0.0002719153692205,0.006579142660788,-0.6074215618368276,-0.0024459176568531,-0.0096114364461708,0.0004135346779839,0.0016347866590301,-0.0013524731015711,-0.0026715198745714,0.0074659171306573,-0.0198677062329577,-0.0028582206930765
14,-0.0087208960338314,-0.1036317017121232,9.461963492348234e-05,0.0001488979852041,-0.0154785830098601,-0.3433668173158894,-0.0046314731871016,-0.0093582006464968,8.0839854027247e-05,0.0009504819738097,-0.0023715664623218,-0.0014513732719905,-0.0536207431069283,0.0084787566281344,-0.0079426121981304
15,0.0023373997546973,-0.0884012029396567,0.0078945160518476,-0.0003370801391949,-0.0229138990174327,0.2540369423023521,-0.0078351985433106,-0.0166513632073151,6.197292298148126e-05,0.0010861006162118,-0.0028231302512476,-0.0005343373015637,-0.0855938569394599,0.0062092020116701,-0.0040522004537863
16,0.0013176886514668,0.0948344128994391,0.0151867985493326,-0.0001285929232374,-0.0103042921811468,-0.2363013996451613,-0.0034069292911558,-0.0097402341726832,0.0002238277983079,0.0079333751070685,-0.0020666655387575,-0.0015364612017241,-0.030857009492831,0.008660337359263,-0.0056654334204379
17,0.01552999145992,0.1037264140732635,-0.0079239159142891,-0.001152209450858,0.0035639545183135,0.3735871690909007,-0.0064159025214779,-0.0125700873441415,1.5739906125335253e-05,0.0012763287133693,-0.0020113255110331,-0.000275006918759,0.020970543286618,0.0089029184837757,0.0159963982372936
18,-0.0123321764382001,0.0860460485020777,0.0036681809896593,0.0017102825968182,-0.0062126540527598,-0.5271186416223936,-0.0024650555436356,-0.0087585480559226,0.0001380428762978,0.0019470691935403,-0.0013727719083816,-0.000924824797291,-0.0256892886840667,0.0066054560422611,-0.0037453031266407
19,-0.0127139665393434,0.0758420330631061,0.001887822520093,-0.0013169258050151,-0.0042378739650932,-0.6143527444944388,-0.0023515775135763,-0.0089281797940183,0.0004613747171344,0.0031306895842066,-0.0013889342066992,-0.0019515105681643,-0.0209482646476505,0.0057767480368431,-0.0028668103805536
